geoid,Region,State,age,season,MMWR Year/Week,Deaths from influenza,Deaths from pneumonia,Deaths from pneumonia and influenza,All Deaths,Pecent of deaths due to pneumonia or influenza,pecent complete
State,,Ohio,All,2012-13,201245,,,145,2154,6.7316620241,104.65523374
National,,,All,2011-12,201234,4,2964,2968,46193,6.4252159418,97.085929865
State,,Pennsylvania,All,2012-13,201320,,,141,2357,5.9821807382,97.827438224
State,,Texas,All,2009-10,200944,,,277,3148,8.7992376112,98.018568841
State,,Nebraska,All,2015-16,201617,,,29,297,9.7643097643,101.71066214
State,,Utah,All,2011-12,201205,,,22,295,7.4576271186,103.2972004
State,,Nebraska,All,2009-10,200942,,,24,293,8.1911262799,100.34082158
State,,Connecticut,All,2009-10,201005,,,60,617,9.7244732577,111.33626309
National,,,65 years and older,2009-10,201023,1,2737,2738,32321,8.4712725473,94.511291628
State,,Washington,All,2017-18,201819,,,60,1065,5.6338028169,113.85305521
National,,,65 years and older,2015-16,201607,74,3291,3365,41466,8.115082236,118.05084122
State,,Michigan,All,2010-11,201124,,,130,1642,7.9171741778,97.251174627
State,,Alabama,All,2014-15,201450,,,86,1053,8.1671415005,114.00767728
State,,Arkansas,All,2012-13,201339,,,33,525,6.2857142857,93.830169318
State,,Missouri,All,2017-18,201746,,,67,1152,5.8159722222,109.14877123
State,,Nevada,All,2011-12,201201,,,33,426,7.7464788732,111.53788334
State,,Delaware,All,2016-17,201718,,,6,169,3.550295858,114.44818871
State,,Rhode Island,All,2016-17,201711,,,23,194,11.855670103,107.196489
Region,3,,All,2010-11,201049,0,375,375,5300,7.0754716981,105.23275753
State,,Maryland,All,2012-13,201250,,,66,928,7.1120689655,111.3981632
State,,Illinois,All,2013-14,201346,,,122,1871,6.5205772314,96.928106843
State,,Colorado,All,2017-18,201823,,,35,670,5.223880597,109.33010618
State,,Washington,All,2014-15,201525,,,53,996,5.3212851406,106.47666009
Region,4,,All,2016-17,201710,115,844,959,12780,7.5039123631,122.65720072
National,,,65 years and older,2012-13,201244,3,2729,2732,35793,7.6327773587,102.87413697
State,,West Virginia,All,2010-11,201104,,,41,465,8.8172043011,112.80119783
State,,Louisiana,All,2012-13,201320,,,36,791,4.5512010114,101.11810436
State,,South Carolina,All,2017-18,201743,,,70,957,7.3145245559,120.04573445
State,,Kansas,All,2009-10,201011,,,31,494,6.2753036437,104.77040946
State,,Colorado,All,2012-13,201251,,,40,670,5.9701492537,109.33010618
State,,Michigan,All,2011-12,201230,,,71,1605,4.4236760125,95.059765698
National,,,0-17 years,2016-17,201722,0,16,16,737,2.170963365,107.72706733
State,,Utah,All,2013-14,201439,,,21,312,6.7307692308,109.24992042
State,,Oregon,All,2016-17,201701,,,89,904,9.8451327434,146.73387128
State,,Connecticut,All,2010-11,201139,,,42,516,8.1395348837,93.111040122
State,,North Carolina,All,2012-13,201245,,,116,1727,6.716850029,113.86501868
State,,Washington,All,2010-11,201135,,,65,850,7.6470588235,90.868635615
State,,California,All,2014-15,201503,,,667,5558,12.000719683,122.5774114
State,,Texas,All,2013-14,201413,,,284,3521,8.0658903721,109.63258605
National,,,All,2016-17,201721,24,3091,3115,50972,6.111198305,107.13017161
State,,South Carolina,All,2014-15,201453,,,124,1047,11.843361987,131.33530196
State,,California,All,2012-13,201301,,,532,5421,9.8136875115,119.55598187
State,,Indiana,All,2015-16,201552,,,95,1236,7.6860841424,112.69254763
State,,Idaho,All,2009-10,201023,,,10,225,4.4444444444,101.21827848
State,,Virginia,All,2009-10,201024,,,75,1175,6.3829787234,102.63252478
State,,New Mexico,All,2018-19,201901,,,24,404,5.9405940594,130.6694729
State,,Oklahoma,All,2015-16,201545,,,63,763,8.2568807339,109.58199048
National,,,65 years and older,2009-10,201011,7,3531,3538,36194,9.7751008454,103.55300077
State,,South Carolina,All,2016-17,201718,,,45,876,5.1369863014,109.8851237
State,,Utah,All,2016-17,201715,,,18,358,5.0279329609,125.35728048
State,,Idaho,All,2014-15,201528,,,12,239,5.0209205021,107.5163047
State,,North Dakota,All,2009-10,201035,,,10,107,9.3457943925,94.005632856
State,,Alaska,All,2010-11,201107,,,6,67,8.9552238806,92.950547627
State,,Indiana,All,2017-18,201745,,,86,1221,7.0434070434,111.32491962
State,,Oregon,All,2011-12,201237,,,25,603,4.1459369818,97.876686264
Region,7,,All,2015-16,201607,8,200,208,2684,7.7496274218,114.08083495
Region,3,,All,2010-11,201102,14,443,457,5425,8.4239631336,107.71466219
State,,New Hampshire,All,2014-15,201449,,,23,222,10.36036036,111.21551332
State,,Alaska,All,2012-13,201331,,,8,62,12.903225806,86.013939595
State,,Alabama,All,2017-18,201743,,,59,962,6.1330561331,104.15516196
State,,North Dakota,All,2012-13,201336,,,4,98,4.0816326531,86.098617008
State,,Delaware,All,2015-16,201619,,,8,174,4.5977011494,117.8342298
State,,Colorado,All,2013-14,201348,,,49,677,7.2378138848,110.47236102
National,,,65 years and older,2013-14,201406,114,3512,3626,39009,9.2952908303,112.25002364
Region,8,,All,2016-17,201724,1,80,81,1569,5.1625239006,111.9791969
State,,New York City,All,2014-15,201532,,,85,935,9.0909090909,93.902567947
State,,Washington,All,2017-18,201838,,,51,1011,5.0445103858,108.08022424
State,,Washington,All,2018-19,201911,,,90,1081,8.3256244218,115.56352365
State,,South Dakota,All,2011-12,201216,,,8,126,6.3492063492,92.022224552
State,,Idaho,All,2012-13,201249,,,11,211,5.2132701422,94.920252265
State,,North Carolina,All,2013-14,201430,,,106,1495,7.0903010033,98.568733596
State,,North Carolina,All,2016-17,201705,,,156,1803,8.6522462562,118.87587068
State,,Alabama,All,2010-11,201103,,,77,1019,7.5564278705,110.32651771
Region,1,,All,2016-17,201643,1,173,174,2391,7.2772898369,104.43993939
Region,5,,All,2017-18,201746,6,522,528,9534,5.5380742605,113.13525544
State,,Tennessee,All,2013-14,201432,,,68,1197,5.6808688388,104.63855648
State,,New York City,All,2009-10,201002,,,138,1082,12.754158965,108.66585938
National,,,18-64 years,2015-16,201628,0,554,554,13159,4.2100463561,104.32434137
State,,Idaho,All,2014-15,201532,,,17,232,7.3275862069,104.36729159
National,,,0-17 years,2014-15,201440,1,13,14,703,1.9914651494,101.65302284
State,,Pennsylvania,All,2015-16,201625,,,116,2322,4.9956933678,96.374760949
State,,Washington,All,2017-18,201803,,,133,1198,11.101836394,128.07132408
State,,North Dakota,All,2013-14,201417,,,11,132,8.3333333333,115.96956577
State,,Maryland,All,2010-11,201040,,,50,790,6.3291139241,94.832488068
State,,New Mexico,All,2013-14,201412,,,20,329,6.0790273556,106.4115262
National,,,65 years and older,2010-11,201124,0,2763,2763,33431,8.2647841823,96.64456331
Region,1,,All,2014-15,201509,30,272,302,2716,11.119293078,118.63608339
State,,Alaska,All,2015-16,201638,,,1,64,1.5625,88.788582808
State,,Delaware,All,2017-18,201822,,,16,155,10.322580645,104.96727367
Region,6,,All,2016-17,201733,1,346,347,5942,5.8397845843,106.89221246
State,,New Mexico,All,2016-17,201734,,,13,283,4.593639576,91.533318889
State,,Virginia,All,2014-15,201536,,,74,1149,6.4403829417,100.36150721
Region,3,,All,2014-15,201452,59,459,518,5775,8.9696969697,114.66399523
State,,Florida,All,2016-17,201721,,,172,3724,4.6186895811,112.22690045
State,,Wyoming,All,2014-15,201512,,,1,93,1.0752688172,110.75213675
State,,Tennessee,All,2012-13,201336,,,94,1130,8.3185840708,98.781594676
State,,California,All,2017-18,201823,,,328,5023,6.529962174,110.77839825
State,,Florida,All,2012-13,201339,,,177,3224,5.4900744417,97.15884185
State,,Missouri,All,2011-12,201213,,,90,1060,8.4905660377,100.43202909
State,,Oregon,All,2014-15,201506,,,54,772,6.9948186528,125.30812901
State,,Connecticut,All,2013-14,201429,,,25,503,4.9701789264,90.765219343
State,,Virginia,All,2010-11,201116,,,82,1155,7.0995670996,100.88558819
State,,Nebraska,All,2013-14,201350,,,32,292,10.95890411,99.998361435
Region,5,,All,2009-10,201003,3,725,728,8726,8.3428833372,103.54711968
State,,Iowa,All,2011-12,201225,,,29,519,5.5876685934,97.233701157
Region,9,,All,2018-19,201902,49,556,605,7781,7.7753502121,129.40172464
National,,,18-64 years,2017-18,201831,2,513,515,13320,3.8663663664,106.27686293
State,,North Carolina,All,2012-13,201335,,,125,1518,8.2345191041,100.08517565
State,,New Hampshire,All,2010-11,201108,,,24,241,9.9585062241,120.73395815
National,,,65 years and older,2012-13,201315,23,3291,3314,37699,8.790684103,106.88006389
State,,Utah,All,2014-15,201522,,,31,372,8.3333333333,130.2595205
State,,New Hampshire,All,2011-12,201221,,,16,208,7.6923076923,104.20192239
State,,Hawaii,All,2017-18,201746,,,25,196,12.755102041,103.25149972
State,,Rhode Island,All,2014-15,201538,,,16,193,8.2901554404,106.64392978
State,,Oregon,All,2012-13,201328,,,28,595,4.7058823529,96.578156429
State,,Missouri,All,2014-15,201521,,,89,1163,7.6526225279,110.1909904
Region,4,,All,2012-13,201303,76,1107,1183,12350,9.5789473684,118.530237
State,,Colorado,All,2013-14,201344,,,43,625,6.88,101.98703935
National,,,18-64 years,2018-19,201850,17,658,675,13494,5.0022232103,117.61788165
State,,Maine,All,2011-12,201144,,,24,268,8.9552238806,109.60608966
State,,South Dakota,All,2017-18,201836,,,10,151,6.6225165563,110.28060244
State,,Alabama,All,2009-10,201013,,,73,909,8.0308030803,98.41688381
State,,Oklahoma,All,2009-10,200951,,,56,743,7.5370121131,106.7095923
Region,8,,All,2017-18,201822,0,81,81,1556,5.205655527,111.05138966
State,,Montana,All,2016-17,201735,,,11,168,6.5476190476,99.982914745
State,,Minnesota,All,2018-19,201901,,,76,926,8.2073434125,123.94743247
State,,Kentucky,All,2017-18,201751,,,95,1028,9.2412451362,126.88360007
State,,New Hampshire,All,2009-10,201032,,,13,175,7.4285714286,87.669886622
State,,New York City,All,2016-17,201727,,,88,982,8.9613034623,98.622803983
State,,Maine,All,2010-11,201139,,,19,240,7.9166666667,98.15470716
State,,North Carolina,All,2013-14,201433,,,105,1498,7.0093457944,98.766530386
State,,Minnesota,All,2016-17,201640,,,45,888,5.0675675676,118.86103675
State,,Pennsylvania,All,2015-16,201601,,,176,2724,6.4610866373,113.05979708
State,,Colorado,All,2015-16,201611,,,55,751,7.3235685752,122.54762648
National,,,0-17 years,2016-17,201714,4,22,26,717,3.6262203626,115.93228176
Region,5,,All,2011-12,201148,1,688,689,8510,8.0963572268,100.98395467
State,,Maryland,All,2015-16,201634,,,45,915,4.9180327869,109.83762858
State,,Pennsylvania,All,2015-16,201629,,,107,2418,4.4251447477,100.35924719
Region,4,,All,2013-14,201401,87,972,1059,11865,8.9254108723,113.87540583
State,,Nevada,All,2016-17,201719,,,39,470,8.2978723404,123.0582281
State,,Arizona,All,2017-18,201744,,,63,1070,5.8878504673,117.96884479
State,,Rhode Island,All,2012-13,201327,,,11,160,6.875,88.409475465
State,,Rhode Island,All,2010-11,201050,,,19,209,9.0909090909,115.48487733
State,,Wisconsin,All,2016-17,201650,,,68,1062,6.4030131827,117.17893759
State,,Arizona,All,2009-10,201027,,,45,918,4.9019607843,101.21065375
State,,West Virginia,All,2012-13,201242,,,48,450,10.666666667,109.16244951
State,,New Mexico,All,2013-14,201430,,,25,348,7.183908046,112.5568727
National,,,18-64 years,2013-14,201347,16,636,652,12730,5.1217596229,104.22766107
Region,4,,All,2014-15,201536,1,658,659,11038,5.9702844718,105.93819887
State,,District of Columbia,All,2009-10,200942,,,5,109,4.5871559633,122.05196893
National,,,18-64 years,2010-11,201122,1,550,551,12136,4.5402109426,97.218339831
Region,5,,All,2018-19,201912,51,370,421,6369,6.6101428796,75.577768189
State,,Georgia,All,2015-16,201610,,,115,1689,6.8087625814,124.63008272
State,,Massachusetts,All,2016-17,201702,,,116,1292,8.9783281734,127.95291821
State,,Florida,All,2011-12,201206,,,181,3518,5.1449687322,106.01886031
Region,8,,All,2018-19,201912,13,70,83,1230,6.7479674797,87.784838872
State,,Missouri,All,2015-16,201639,,,74,1096,6.7518248175,103.84292819
State,,Idaho,All,2012-13,201335,,,10,252,3.9682539683,113.3644719
National,,,All,2016-17,201720,53,3201,3254,52480,6.2004573171,110.29960382
State,,Kentucky,All,2015-16,201614,,,83,933,8.896034298,115.15797555
State,,Ohio,All,2010-11,201052,,,213,2214,9.620596206,107.57042131
State,,Hawaii,All,2013-14,201425,,,27,229,11.790393013,120.6356808
State,,North Carolina,All,2009-10,200943,,,126,1528,8.2460732984,100.74449828
State,,Idaho,All,2012-13,201250,,,11,236,4.6610169492,106.16672765
State,,New Mexico,All,2012-13,201240,,,18,314,5.7324840764,101.55993686
State,,Hawaii,All,2009-10,201035,,,10,189,5.291005291,99.563946161
State,,North Dakota,All,2009-10,200948,,,9,115,7.8260869565,101.03409139
State,,Oklahoma,All,2016-17,201640,,,61,744,8.1989247312,106.85321221
National,,,18-64 years,2016-17,201709,80,752,832,14018,5.9352261378,120.33754033
Region,10,,All,2017-18,201750,8,119,127,2228,5.7001795332,120.70183806
State,,Minnesota,All,2016-17,201702,,,65,915,7.1038251366,122.47505476
State,,Kentucky,All,2010-11,201046,,,85,852,9.9765258216,105.1603378
State,,New Hampshire,All,2011-12,201215,,,17,191,8.9005235602,95.685419114
State,,Idaho,All,2010-11,201040,,,7,212,3.3018867925,95.370111281
State,,Virginia,All,2016-17,201718,,,55,1314,4.1856925419,114.7737341
National,,,All,2016-17,201729,10,2754,2764,50127,5.5139944541,105.35419666
State,,Wyoming,All,2011-12,201238,,,7,80,8.75,95.270655271
State,,Nebraska,All,2013-14,201410,,,28,316,8.8607594937,108.21740484
Region,7,,All,2018-19,201903,11,212,223,2702,8.2531458179,114.84590761
State,,Vermont,All,2012-13,201322,,,8,103,7.7669902913,102.6610711
State,,Tennessee,All,2015-16,201610,,,119,1358,8.7628865979,118.71274829
State,,Alabama,All,2009-10,201012,,,75,899,8.3426028921,97.334189819
National,,,65 years and older,2015-16,201628,4,2358,2362,35744,6.6081020591,104.32434137
Region,10,,All,2011-12,201205,3,121,124,1868,6.6381156317,101.19884807
State,,Iowa,All,2016-17,201718,,,33,632,5.2215189873,118.40404457
State,,Idaho,All,2017-18,201812,,,20,309,6.4724919094,139.00643578
State,,New York,All,2009-10,201009,,,168,1923,8.736349454,105.48158763
Region,7,,All,2009-10,201022,1,146,147,2200,6.6818181818,93.508881107
Region,8,,All,2012-13,201326,0,80,80,1375,5.8181818182,98.133458088
Region,6,,All,2017-18,201833,0,328,328,6174,5.312601231,111.06572193
Region,9,,All,2014-15,201445,1,436,437,6258,6.983061681,104.07351147
Region,8,,All,2010-11,201130,0,63,63,1316,4.7872340426,93.922640614
State,,Nevada,All,2014-15,201452,,,37,457,8.0962800875,119.65448988
State,,Oklahoma,All,2009-10,201003,,,86,737,11.668928087,105.84787284
State,,Ohio,All,2012-13,201248,,,156,2160,7.2222222222,104.94675249
State,,Wisconsin,All,2009-10,201039,,,57,901,6.3263041065,99.414522379
State,,Louisiana,All,2010-11,201049,,,54,817,6.6095471236,104.44183472
State,,Virginia,All,2013-14,201352,,,80,1253,6.3846767757,109.44557749
State,,Alaska,All,2011-12,201145,,,2,70,2.8571428571,97.112512446
State,,Massachusetts,All,2010-11,201045,,,97,1016,9.5472440945,100.61932268
State,,Michigan,All,2013-14,201343,,,99,1690,5.8579881657,100.09408351
State,,California,All,2011-12,201215,,,439,4815,9.1173416407,106.19111837
State,,Florida,All,2010-11,201045,,,175,3325,5.2631578947,100.20258969
State,,Kansas,All,2016-17,201712,,,43,570,7.5438596491,120.88893399
State,,Illinois,All,2018-19,201909,,,141,2162,6.5217391304,112.00350989
State,,Oregon,All,2010-11,201138,,,23,543,4.2357274401,88.137712506
State,,Ohio,All,2013-14,201402,,,198,2519,7.8602620087,122.38929145
State,,Missouri,All,2011-12,201216,,,71,1042,6.8138195777,98.726579536
State,,Delaware,All,2013-14,201343,,,4,155,2.5806451613,104.96727367
State,,Iowa,All,2017-18,201822,,,29,481,6.0291060291,90.114470629
Region,5,,All,2015-16,201552,3,669,672,9201,7.3035539615,109.18370939
State,,Kentucky,All,2013-14,201340,,,56,828,6.7632850242,102.19807477
State,,Oregon,All,2009-10,201013,,,35,623,5.6179775281,101.12301085
State,,Georgia,All,2013-14,201425,,,76,1319,5.7619408643,97.328051575
State,,Alaska,All,2014-15,201507,,,3,78,3.8461538462,108.2110853
State,,Vermont,All,2014-15,201520,,,5,109,4.5871559633,108.64132767
State,,Wisconsin,All,2012-13,201251,,,62,1006,6.1630218688,111.00001056
State,,North Dakota,All,2014-15,201522,,,12,109,11.009174312,95.762747488
State,,Michigan,All,2018-19,201852,,,95,1874,5.0693703308,110.99190088
State,,Iowa,All,2014-15,201527,,,44,557,7.8994614004,104.35293169
Region,6,,All,2010-11,201136,0,318,318,5298,6.0022650057,95.307125815
State,,New Hampshire,All,2011-12,201217,,,16,216,7.4074074074,108.20968863
State,,Georgia,All,2015-16,201549,,,89,1695,5.2507374631,125.07281836
State,,Iowa,All,2014-15,201446,,,50,594,8.4175084175,111.28481404
State,,Mississippi,All,2014-15,201528,,,38,648,5.8641975309,116.93822044
State,,North Dakota,All,2011-12,201236,,,6,106,5.6603773585,93.127075539
Region,1,,All,2012-13,201312,2,196,198,2461,8.0455099553,107.49757041
State,,Iowa,All,2016-17,201730,,,30,539,5.5658627087,100.98066459
State,,Nevada,All,2009-10,201030,,,22,363,6.0606060606,95.042844257
State,,Georgia,All,2015-16,201543,,,73,1568,4.6556122449,115.70158064
State,,Vermont,All,2011-12,201144,,,9,113,7.9646017699,112.62816539
Region,3,,All,2012-13,201303,95,652,747,6304,11.849619289,125.16741575
State,,Missouri,All,2013-14,201343,,,58,1052,5.5133079848,99.674051508
State,,Arizona,All,2010-11,201122,,,60,875,6.8571428571,96.46984971
National,,,All,2010-11,201045,3,3605,3608,48357,7.4611741837,101.63410713
State,,Tennessee,All,2009-10,201005,,,111,1245,8.9156626506,108.83458882
State,,Indiana,All,2013-14,201350,,,108,1225,8.8163265306,111.68962042
National,,,All,2013-14,201407,271,4385,4656,53834,8.6488093027,113.14536723
State,,Minnesota,All,2011-12,201217,,,53,726,7.3002754821,97.176928693
State,,Wyoming,All,2013-14,201426,,,3,93,3.2258064516,110.75213675
State,,North Dakota,All,2011-12,201230,,,8,93,8.6021505376,81.705830426
State,,Indiana,All,2016-17,201649,,,91,1354,6.7208271787,123.45122127
State,,South Dakota,All,2014-15,201447,,,10,174,5.7471264368,127.0783101
State,,North Dakota,All,2012-13,201249,,,8,124,6.4516129032,108.94110723
State,,New Mexico,All,2012-13,201319,,,19,287,6.6202090592,92.827076047
State,,Idaho,All,2011-12,201202,,,12,198,6.0606060606,89.072085064
State,,New York City,All,2014-15,201441,,,85,980,8.6734693878,98.421942875
State,,Maryland,All,2016-17,201652,,,69,1013,6.8114511352,121.60165875
State,,Nevada,All,2012-13,201316,,,20,417,4.7961630695,109.18144919
National,,,All,2012-13,201242,7,3382,3389,48747,6.9522227009,102.45378787
State,,New Hampshire,All,2009-10,200946,,,25,206,12.13592233,103.19998082
State,,Florida,All,2017-18,201745,,,234,3858,6.065318818,116.26514015
Region,8,,All,2014-15,201452,35,125,160,1752,9.1324200913,125.03986805
State,,Michigan,All,2012-13,201328,,,82,1551,5.2869116699,91.861493207
State,,Maryland,All,2016-17,201709,,,82,982,8.350305499,117.8803839
State,,Tennessee,All,2011-12,201226,,,94,1121,8.3853702052,97.994838613
State,,Arkansas,All,2014-15,201449,,,42,624,6.7307692308,111.52385839
Region,7,,All,2016-17,201721,0,134,134,2410,5.5601659751,102.43472885
State,,Illinois,All,2018-19,201845,,,111,2117,5.2432687766,109.67226199
State,,Minnesota,All,2014-15,201506,,,81,907,8.9305402426,121.40423461
State,,Missouri,All,2012-13,201322,,,73,1048,6.965648855,99.295062719
State,,Oregon,All,2017-18,201801,,,86,794,10.831234257,128.87908606
State,,Massachusetts,All,2012-13,201339,,,84,1012,8.3003952569,100.22318361
State,,Montana,All,2014-15,201520,,,9,223,4.0358744395,132.7154166
State,,Iowa,All,2010-11,201129,,,34,487,6.9815195072,91.23855966
State,,Kansas,All,2018-19,201849,,,31,495,6.2626262626,104.98249531
State,,Illinois,All,2015-16,201544,,,127,1949,6.5161621344,100.96893652
State,,Montana,All,2015-16,201617,,,9,192,4.6875,114.26618828
National,,,18-64 years,2013-14,201402,296,1104,1400,14506,9.6511788226,117.32363728
National,,,65 years and older,2015-16,201551,8,2894,2902,39134,7.4155465835,111.82126756
State,,Oregon,All,2013-14,201405,,,58,644,9.0062111801,104.53165166
State,,Colorado,All,2015-16,201614,,,46,740,6.2162162162,120.75265459
State,,Utah,All,2015-16,201609,,,35,349,10.028653295,122.20584047
National,,,65 years and older,2013-14,201420,18,2666,2684,35132,7.6397586246,100.75557751
State,,Colorado,All,2012-13,201338,,,40,592,6.7567567568,96.602123673
State,,District of Columbia,All,2011-12,201203,,,6,94,6.3829787234,105.25582641
State,,Missouri,All,2016-17,201652,,,89,1272,6.9968553459,120.5184349
National,,,18-64 years,2014-15,201533,3,550,553,12778,4.3277508217,101.85058691
State,,Arizona,All,2011-12,201148,,,62,905,6.8508287293,99.777387414
State,,Virginia,All,2018-19,201842,,,63,1358,4.6391752577,118.6169946
State,,North Carolina,All,2016-17,201714,,,164,1847,8.8792636708,121.77689027
Region,1,,All,2011-12,201232,0,162,162,2181,7.4277854195,95.267046345
State,,New Hampshire,All,2018-19,201847,,,22,232,9.4827586207,116.22522112
State,,South Dakota,All,2017-18,201746,,,13,134,9.7014925373,97.864905476
State,,Wyoming,All,2009-10,201038,,,7,90,7.7777777778,107.17948718
State,,New York City,All,2015-16,201622,,,83,925,8.972972973,92.898262407
State,,California,All,2009-10,200943,,,485,4305,11.265969803,94.943460974
State,,Alabama,All,2017-18,201750,,,76,1127,6.743566992,122.01961282
Region,1,,All,2017-18,201825,0,127,127,2329,5.4529841134,101.73175192
State,,Indiana,All,2012-13,201243,,,90,1089,8.2644628099,99.289793176
National,,,0-17 years,2017-18,201817,0,9,9,650,1.3846153846,112.81749493
State,,Virginia,All,2012-13,201245,,,93,1243,7.4818986323,108.5721092
Region,2,,All,2014-15,201523,3,276,279,4164,6.7002881844,100.32497288
State,,South Dakota,All,2016-17,201724,,,7,136,5.1470588235,99.325575707
State,,South Carolina,All,2011-12,201234,,,41,751,5.4593874834,94.205168833
State,,Florida,All,2014-15,201514,,,226,3610,6.2603878116,108.79138309
State,,Utah,All,2014-15,201521,,,33,341,9.6774193548,119.40456046
State,,West Virginia,All,2016-17,201716,,,38,433,8.7759815242,105.03853475
State,,Hawaii,All,2016-17,201644,,,24,214,11.214953271,112.73378031
Region,8,,All,2013-14,201409,4,126,130,1498,8.6782376502,106.91194198
State,,Maryland,All,2014-15,201507,,,70,1031,6.7895247333,123.76239898
State,,New York City,All,2015-16,201623,,,87,906,9.6026490066,90.990081882
State,,Kansas,All,2015-16,201633,,,34,528,6.4393939394,111.98132833
State,,Connecticut,All,2016-17,201711,,,55,596,9.2281879195,107.5468603
Region,9,,All,2013-14,201346,2,445,447,6140,7.2801302932,102.11111544
Region,10,,All,2014-15,201513,3,107,110,2027,5.4267390232,109.81266865
State,,Maine,All,2011-12,201201,,,18,284,6.338028169,116.14973681
State,,West Virginia,All,2015-16,201625,,,26,436,5.9633027523,105.76628441
State,,Oregon,All,2013-14,201342,,,33,647,5.1004636785,105.01860035
Region,8,,All,2016-17,201713,14,119,133,1701,7.8189300412,121.40000888
State,,Utah,All,2010-11,201130,,,14,261,5.3639846743,91.39176035
State,,Oklahoma,All,2011-12,201206,,,68,719,9.4575799722,103.26271448
Region,6,,All,2011-12,201208,1,515,516,5975,8.6359832636,107.4858582
State,,Washington,All,2009-10,200950,,,78,952,8.1932773109,101.77287189
State,,Oregon,All,2009-10,200946,,,53,648,8.1790123457,105.18091658
State,,Maine,All,2012-13,201339,,,12,235,5.1063829787,96.109817428
State,,Colorado,All,2015-16,201628,,,43,680,6.3235294118,110.96189881
State,,Missouri,All,2009-10,201012,,,97,1103,8.7941976428,104.50615857
State,,Pennsylvania,All,2012-13,201326,,,117,2285,5.1203501094,94.839073543
State,,Florida,All,2013-14,201428,,,186,3419,5.4401871892,103.0353847
National,,,65 years and older,2015-16,201552,17,3201,3218,38792,8.2955248505,110.55601677
State,,Montana,All,2011-12,201207,,,18,165,10.909090909,98.197505553
State,,North Dakota,All,2012-13,201311,,,7,128,5.46875,112.4553365
State,,California,All,2011-12,201222,,,374,4549,8.221587162,100.32469314
Region,8,,All,2015-16,201628,0,97,97,1604,6.0473815461,114.47713947
Region,8,,All,2012-13,201302,28,153,181,1730,10.462427746,123.46973272
State,,Indiana,All,2012-13,201247,,,68,1135,5.9911894273,103.48385239
State,,Oregon,All,2016-17,201730,,,29,662,4.3806646526,107.45334379
Region,7,,All,2013-14,201408,14,190,204,2641,7.7243468383,112.25316136
State,,New Jersey,All,2017-18,201826,,,51,1357,3.7582903464,101.89737436
State,,Nebraska,All,2011-12,201235,,,23,310,7.4193548387,106.16264399
State,,Alabama,All,2018-19,201846,,,56,1064,5.2631578947,115.19864068
Region,8,,All,2009-10,201004,1,103,104,1372,7.5801749271,97.919348725
State,,Texas,All,2009-10,201003,,,293,3422,8.5622443016,106.55004529
State,,District of Columbia,All,2011-12,201210,,,4,79,5.0632911392,88.4596839
State,,Florida,All,2016-17,201724,,,202,3607,5.600221791,108.70097474
State,,West Virginia,All,2010-11,201105,,,41,422,9.7156398104,102.37011932
State,,Iowa,All,2016-17,201712,,,63,645,9.7674418605,120.8395708
State,,California,All,2009-10,201018,,,450,4454,10.103277952,98.229541272
National,,,18-64 years,2014-15,201534,2,493,495,12757,3.8802226229,101.96618291
National,,,0-17 years,2012-13,201309,7,25,32,711,4.5007032349,111.51231097
State,,District of Columbia,All,2009-10,201030,,,5,81,6.1728395062,90.699169569
Region,4,,All,2018-19,201848,13,665,678,12446,5.447533344,119.45160564
State,,Kentucky,All,2011-12,201150,,,83,829,10.012062726,102.32150239
State,,Texas,All,2014-15,201503,,,440,4213,10.44386423,131.1792346
State,,Indiana,All,2015-16,201603,,,106,1270,8.3464566929,115.79250444
National,,,All,2010-11,201044,5,3501,3506,47381,7.3995905532,99.582803518
State,,South Dakota,All,2013-14,201423,,,7,107,6.5420560748,78.145857358
Region,2,,All,2010-11,201043,0,350,350,4267,8.2024841809,102.80659445
State,,Iowa,All,2009-10,200940,,,46,502,9.1633466135,94.048782237
State,,Kansas,All,2010-11,201106,,,35,475,7.3684210526,100.74077832
State,,District of Columbia,All,2010-11,201040,,,2,81,2.4691358025,90.699169569
State,,District of Columbia,All,2012-13,201317,,,5,89,5.6179775281,99.657112242
State,,Arizona,All,2015-16,201613,,,100,1157,8.6430423509,127.56070413
State,,South Dakota,All,2011-12,201234,,,11,145,7.5862068966,105.89859175
State,,Oregon,All,2011-12,201234,,,29,607,4.7775947282,98.525951181
State,,Missouri,All,2012-13,201329,,,62,989,6.268958544,93.704978081
State,,Pennsylvania,All,2015-16,201612,,,248,2660,9.3233082707,110.40347292
State,,Tennessee,All,2016-17,201714,,,115,1361,8.4496693608,118.97500031
State,,District of Columbia,All,2014-15,201532,,,7,101,6.9306930693,113.09402625
State,,North Dakota,All,2015-16,201634,,,2,109,1.8348623853,95.762747488
Region,4,,All,2017-18,201804,325,1172,1497,14479,10.339111817,138.9635062
State,,Alabama,All,2016-17,201735,,,48,951,5.047318612,102.96419857
Region,2,,All,2018-19,201841,1,289,290,4343,6.6774119272,104.63769386
State,,Maine,All,2012-13,201305,,,44,313,14.057507987,128.01009725
State,,New York City,All,2012-13,201325,,,82,914,8.9715536105,91.793526314
State,,Utah,All,2016-17,201739,,,14,345,4.0579710145,120.80520046
State,,West Virginia,All,2013-14,201412,,,35,408,8.5784313725,98.973954223
